review,rate
have take quite nosedive alfred hitchcock imaginative flight shyamalan self important summer fluff,0
barbarism,0
endless scenic shot make minute seem twice long,0
while american adobo have heart palate right place brain little scatter ditsy even,0
just weirdness sake of weirdness,0
good,1
fascinating glimpse,1
great credit,1
far superior film,1
honest,1
shrill soporific because everything repeat five six time,0
sun drench masterpiece part parlor game part psychological case study part droll social satire,1
action mechanical,0
cinematography exhilarating point of view shot,1
safe conduct long movie minute but,1
most thoughtful,1
gorgeously elaborate continuation of lord of ring trilogy so huge column of word can not adequately describe writer director peter jackson expand vision of tolkien middle earth,1
place great film noir,1
serious thoughtful,1
certainly appeal asian cult cinema fan asiaphile interested see what fuss about,1
absurd plot twist idiotic court maneuver,0
objectivity refusal,0
power of surrounding,1
excited have not straight video,1
long,0
cheesy backdrop ridiculous action sequence many tired joke about man heel,0
serious soul,1
narrator other character try convince acting transfigure esther but,0
humor heart,1
know how suffer if see film will know too,0
complain when film clock around minute day,0
clumsily manufacture exploitation flick style free exercise manipulation mayhem,0
really quite funny,1
rude profane ever always hilarious most of time,1
turn marquis sade into dullard,0
tinny self righteousness of voice,0
compellingly,1
rice too pedestrian filmmaker bring edge personality rise place would set apart other deep south story,0
intelligence,1
may well call jar jar binks movie,0
act no amount of earnest textbook psychologizing can bridge,0
salma native never well colorful bio pic of mexican icon,1
deftly gradually reveal real human soul bury beneath spellbinding serpent smirk,1
acting just fine,1
relatively lightweight commercial fare such notting hill commercial fare with real thematic heft,1
alice adventure through look glass into zombie land fill with strange wonderful creature,1
nicole kidman evolve star superstar some time over past year which mean birthday girl kind of quirkily appeal minor movie might not make while,1
alas no woody allen,0
contemplate heartland so overwhelmed lack of purpose seek excitement manufacture high drama,0
reward script assume not very bright,0
uncluttered resonant gem,1
painful ride,0
scripter do not deserve oscar,0
stylize swedish fillm about modern city,1
reasonably entertaining sequel,1
some movie suck despite flaw,1
not about scare but mood which ominous pervasive unknown threat lurk just below proceeding add almost constant mindset of suspense,1
contrived naturally charming need,1
will well appreciate willing endure extremely languorous rhythm wait happiness,0
good achievement,1
summer camp talent show,0
peter jackson company once again dazzle delight fulfil practically every expectation either longtime tolkien fan movie neophyte,1
funny touching film,1
naipaul fan may disappoint,0
instead of hit audience over head with moral schrader rely on subtle irony visual device convey point of view,1
inarticulate,0
mormon family movie sappy preachy one,0
more worthwhile effort,1
frailty offer chill much like get when sit around campfire around midnight tell creepy story give other willie,1
parent beware downright movie penance,0
mordantly funny intimately know,1
have layer well develop character some surprise,1
giggle,1
decay,0
leave shockwave,1
replace some dramatic scene jarring deeply out of place what could have probably should have lighthearted comedy,0
good,1
swedish fatalism use gary larson far side humor,1
enjoyable if occasionally flawed experiment,1
funny joke,1
half bake setup sluggish pacing,0
unfortunately,0
pretentious ultimately empty examination,0
like surgeon mend broken heart very meticulously but without passion,0
storyline weave together skilfully magnificent swoop aerial shot breathtaking,1
otherwise good movie,1
swank apartment clothe party,1
remind one of really solid woody allen film with excellent use of new york locale sharp writing,1
fierce glaring unforgettable,1
have gentle unforced intimacy never become claustrophobic,1
good race,1
boorishness,0
warmth wit interesting character,1
boring,0
get sense of good intention derail failure seek strike just right tone,0
japan bustle,1
get,1
picture realize fullness do not negate subject,1
may not touch planet skin but understand working of spirit,1
intelligent,1
french film with more down home flavor,1
mindless action flick,0
expense of character,0
so tame even slightly wise up kid would quickly change channel,0
bite into find filling miss,0
cautionary tale about folly of superficiality endlessly superficial,0
sitcomishly,0
do not really care candidate,0
have find cult favorite enjoy lifetime,1
shoplift shamelessly,0
study schoolgirl obsession,0
several cliched movie structure road movie,0
uncompromising nonjudgmental make clear prostitute can lonely needy of client,1
cliche pat storytelling,0
suspenseful ultimately unpredictable with sterling ensemble cast,1
enjoyable minute movie theater,1
